#NSGA2
popsize 100
maxGen 100
numVar 13
numObj 3
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 100
currentGen	1
evaluateCount	100
totalTime	11.0981
firstFrontCount	20
frontCount	9
avgEvalTime	0.110605
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Obj3	
0.14559	0	0.263635	0.330859	0.202003	0.449577	0.172596	0.399188	0.0610149	0.116413	0	0.105327	0.227857	Inf	Inf	0	



#Generation 51 / 100
currentGen	51
evaluateCount	5100
totalTime	65.3726
firstFrontCount	100
frontCount	1
avgEvalTime	0.00585489
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Obj3	
0.291845	0.192503	0.217822	0.260643	0.0161377	0.387153	0.0128515	0.351769	0.0950533	0.304347	0.153471	0.161128	0.272873	Inf	Inf	0	
0.0254452	0.161605	0.141424	0.0479162	0.082903	0.246572	0.185502	0.375658	0.107409	0.167371	0.0572467	0.215988	0.306965	Inf	Inf	0	
0.00366492	0.186204	0.339198	0.0850586	0.172089	0.119714	0.138028	0.452826	0.315399	0.188109	0	0.355817	0.0885819	Inf	Inf	0	
0.222404	0.157718	0.119368	0.213551	0.186275	0.132739	0.172763	0.364898	0.116208	0.0901643	0.256525	0.0639363	0.449342	Inf	Inf	0	
0.45421	0.153969	0.0857336	0.331909	0.0162217	0.27757	0.055498	0.347837	0.0820489	0.00300504	0.150334	0.0118506	0.207797	Inf	Inf	0	
0.216958	0.279464	0.129445	0.214823	0.140053	0.182454	0.259741	0.409405	0.229534	0.320086	0.144191	0.124392	0.0696659	Inf	Inf	0	
0.45421	0.153969	0.238633	0.3514	0.0162217	0.27757	0.0588276	0.274096	0	0.0125655	0.0821863	0.00443051	0.115021	Inf	Inf	0	
0.171223	0.217126	0.144797	0.260277	0.0702865	0.279145	0.143583	0.174907	0.136175	0.127136	0.242744	0.122699	0.176593	Inf	Inf	0	
0.153747	0.269679	0.228612	0.429248	0.180527	0.398224	0.0704744	0.257923	0.208733	0.227457	0.0807414	0	0.179173	Inf	Inf	0	
0	0.262833	0.171948	0.499189	0.109529	0.371419	0.27457	0.354813	0.0914151	0.30367	0.17751	0.152357	0.279116	Inf	Inf	0	
0.00784433	0.236115	0.128122	0.219666	0.145552	0.0123572	0.0202856	0.372458	0.114543	0.136069	0.1833	0.321416	0.221012	Inf	Inf	0	
0.169314	0.197294	0.361786	0.16569	0.0162217	0.237412	0.0995743	0.242398	0.0580935	0.173464	0.0502758	0	0.368289	Inf	Inf	0	
0.166509	0.338784	0.0982411	0.216404	0	0.398161	0.00157943	0.33542	0.133846	0.0495988	0.115321	0.0709908	0.180998	Inf	Inf	0	
0.309248	0.106621	0.286757	0.248182	0.299175	0.0313482	0.0128669	0.403092	0.108874	0.0844129	0.020856	0.274586	0.291643	Inf	Inf	0	
0.304983	0.179531	0.120374	0.154489	0.0168884	0.27757	0.0597177	0.469369	0.0945797	0.00300504	0.162764	0	0.240943	Inf	Inf	0	
0.022999	0.192466	0.181827	0.274916	0.121521	0.415122	0.214919	0.378845	0.365023	0.0949704	0.0384375	0.00571914	0.179173	Inf	Inf	0	
0	0.194601	0.237339	0.219666	0.174878	0.451199	0.104994	0.372458	0.218215	0.136069	0.26714	0.321416	0.249359	Inf	Inf	0	
0.171223	0.187613	0.123646	0.225033	0.0162217	0.279145	0.150478	0.242458	0.15275	0.233164	0.109248	0.040418	0.145447	Inf	Inf	0	
0.303587	0.262833	0.0293923	0.321298	0.212064	0.356326	0.157623	0.354813	0.110958	0.226042	0.066995	0.349998	0.257888	Inf	Inf	0	
0.1646	0.273795	0.357496	0.216404	0.0462426	0.398161	0.105767	0.353079	0.0640071	0.0103954	0.0601569	0	0.320931	Inf	Inf	0	
0.171223	0.197294	0.124234	0.149723	0.0162217	0.275038	0.0995743	0.33368	0.171015	0.0975641	0.109171	0.0961089	0.204523	Inf	Inf	0	
0.0688643	0.425952	0.360086	0.191237	0.174829	0.194451	0.112066	0.412176	0.257742	0.398851	0.01243	0.133529	0.14709	Inf	Inf	0	
0.0579547	0.257039	0.162147	0.0663883	0.0860313	0.192944	0.170019	0.354813	0.0977566	0.256265	0.0698812	0.0983062	0.205053	Inf	Inf	0	
0	0.161605	0.270254	0.0479162	0.082903	0.246572	0.0807048	0.375658	0.0298974	0.167214	0.0454235	0.215988	0.306965	Inf	Inf	0	
0.341625	0.0839781	0.13122	0.171609	0.130391	0	0.0112875	0.21068	0.108874	0.454267	0.020856	0.0685945	0.313756	Inf	Inf	0	
0.23208	0.189456	0.286757	0.333407	0	0	0.0128669	0.43661	0.296278	0.160395	0.162458	0.360626	0.194941	Inf	Inf	0	
0.0924785	0.200309	0.344978	0.189004	0.0569161	0.356326	0	0.354813	0.0952545	0.129244	0.0335128	0	0.306094	Inf	Inf	0	
0.163709	0.425952	0.360086	0.191237	0.174829	0.194451	0.112066	0.370547	0.257742	0.398851	0.01243	0.133529	0.14709	Inf	Inf	0	
0.0589023	0.223413	0.228612	0.274916	0.187624	0.398224	0.206593	0.257923	0.208733	0.227457	0.0807414	0	0.179173	Inf	Inf	0	
0.0688643	0.346869	0.360086	0.191237	0.174829	0.292744	0.112066	0.412176	0.31176	0.398851	0.01243	0.133529	0.14709	Inf	Inf	0	
0.222404	0.157718	0	0.301124	0.0919896	0.297153	0.172763	0.364898	0.116208	0.0875089	0.111463	0.0757869	0.261267	Inf	Inf	0	
0.222404	0.157718	0.119368	0.213551	0.186275	0.132739	0.172763	0.345744	0.098103	0.0777339	0.111463	0.0757869	0.449342	Inf	Inf	0	
0.45421	0.153969	0.371514	0.258632	0.0162217	0.27757	0.103895	0.366992	0.119197	0.0154355	0.0602735	0	0.115021	Inf	Inf	0	
0.34927	0.0999507	0.368323	0.349242	0.250129	0.300192	0.0577289	0.277806	0.218207	0.218508	0.112545	0	0.2524	Inf	Inf	0	
0.0419251	0.130681	0.169177	0.415425	0.268407	0.45585	0.110036	0.352288	0.188802	0.203716	0.221466	0.321416	0.249638	Inf	Inf	0	
0.0688643	0.425952	0.360086	0.191237	0.174829	0.147251	0.112066	0.346583	0.333714	0.386646	0.01243	0.133529	0.14709	Inf	Inf	0	
0	0.186204	0.148742	0.146663	0.245332	0.110653	0.138028	0.336314	0.145706	0.390766	0	0.355817	0.210088	Inf	Inf	0	
0.253402	0.18736	0.286757	0.144039	0.299175	0	0.0128669	0.403092	0.108874	0.0997027	0.168635	0.274586	0.305997	Inf	Inf	0	
0	0.185519	0.0744182	0.154467	0.138738	0.45585	0.073084	0.367392	0.190714	0.0840869	0	0.18081	0.118422	Inf	Inf	0	
0	0.192466	0.254864	0.274916	0.121521	0.309733	0.214919	0.378845	0.365023	0.172827	0.0384375	0	0.179173	Inf	Inf	0	
0.443284	0.426755	0.388994	0	0.045494	0.366062	0.068146	0.428706	0.301501	0.103489	0	0.0731075	0.402272	Inf	Inf	0	
0.3083	0.192503	0.217822	0.345431	0	0.387153	0.28222	0.338065	0.0950533	0.371514	0.153471	0.161128	0.306094	Inf	Inf	0	
0.189971	0.0425347	0.252022	0.276999	0.148014	0.449577	0.0678085	0.359267	0.200359	0.0557006	0.0340673	0.249001	0.423314	Inf	Inf	0	
0	0.149684	0.422116	0.249177	0	0.468097	0.0961556	0.2846	0.133129	0.0368992	0.269764	0.392778	0.247396	Inf	Inf	0	
0.108328	0.18736	0.286757	0.187989	0	0.0732428	0.0128669	0.43661	0.208067	0.131877	0.020856	0.0539431	0.194941	Inf	Inf	0	
0	0.262833	0.0293923	0.389534	0.212064	0.356326	0.208526	0.333201	0.172295	0.197803	0.066995	0.351736	0.257888	Inf	Inf	0	
0.344811	0.186204	0.148742	0.146663	0.245332	0.119714	0.138028	0.357926	0.253223	0.378561	0	0.354079	0.210088	Inf	Inf	0	
0	0.149684	0.293915	0.249177	0.153047	0.468097	0.128366	0.366962	0.0260614	0	0.129111	0.392778	0.225265	Inf	Inf	0	
0	0.0387229	0.148742	0.255572	0.245332	0.119714	0.138028	0.336314	0.315399	0.360598	0.140653	0.355817	0.240394	Inf	Inf	0	
0.387863	0.143071	0.356677	0.11611	0.0857394	0.0838792	0.190578	0.239767	0.233161	0.335414	0	0.0418343	0.237269	Inf	Inf	0	
0.095466	0.262833	0.0574525	0.210765	0.0837577	0.269166	0.15804	0.354813	0.230238	0.311087	0.153471	0.349998	0.273475	Inf	Inf	0	
0.0688643	0.425952	0.380067	0.191237	0.157745	0.222278	0.103443	0.404663	0.236791	0.419304	0.0865387	0.176003	0.119586	Inf	Inf	0	
0.355271	0.250283	0.335197	0.262203	0	0.119182	0.228259	0.269213	0.233161	0.128168	0.111463	0.149528	0.238052	Inf	Inf	0	
0.204494	0.279464	0.129445	0.263205	0.153699	0.142711	0.156938	0.457136	0.229534	0.320086	0.0760432	0.345118	0.0696659	Inf	Inf	0	
0.0832903	0.149684	0.293915	0.249177	0.139402	0.468097	0.0961556	0.366962	0.0688831	0	0.269764	0.172051	0.247396	Inf	Inf	0	
0.171223	0.260579	0.146755	0.297146	0.0162217	0.372543	0.0995743	0.33368	0.15275	0.0870133	0.109171	0	0.145447	Inf	Inf	0	
0	0.185519	0.0744182	0.219666	0.138738	0.45585	0.073084	0.367392	0.190714	0.0993767	0.183401	0.18081	0.118422	Inf	Inf	0	
0.239535	0.0716798	0.102797	0.210065	0.288715	0.204225	0.347458	0.369774	0.116208	0.0901643	0.111463	0.152337	0.156347	Inf	Inf	0	
0.45421	0.153969	0.0857336	0.328978	0.0162217	0.27757	0.055498	0.211739	0.0820489	0.00300504	0.150334	0	0.115021	Inf	Inf	0	
0.45421	0.153969	0.165674	0.291119	0.0162217	0.27757	0.108955	0.310322	0.0820489	0.00300504	0.150334	0	0.115021	Inf	Inf	0	
0.14559	0	0.263635	0.330859	0.202003	0.449577	0.172596	0.399188	0.0610149	0.116413	0	0.105327	0.173394	Inf	Inf	0	
0.0344725	0.13302	0.252479	0.161125	0.137879	0.189282	0.152022	0.3703	0.130556	0.395682	0.0902368	0.259842	0.24899	Inf	Inf	0	
0.0540252	0.042083	0.157843	0.095203	0.136694	0.240866	0.349673	0.39142	0.0566144	0.3383	0.0525409	0.28562	0.182294	Inf	Inf	0	
0.222404	0.168635	0.0709873	0.213551	0.186275	0.132739	0.172763	0.364898	0.116208	0.0901643	0.111463	0.0757869	0.410377	Inf	Inf	0	
0.386975	0.193277	0.421482	0.361416	0.0292321	0	0.314935	0.276245	0.225218	0.411914	0.265743	0.149528	0.169497	Inf	Inf	0	
0.0311885	0.44964	0.252479	0.161125	0.0521532	0.10878	0.116429	0.417722	0.363268	0.203399	0.0247899	0.150851	0.24899	Inf	Inf	0	
0.0922824	0.286866	0.0574525	0.210765	0.0449129	0.269166	0.200413	0.360772	0.22127	0.311087	0.153471	0.349998	0.273475	Inf	Inf	0	
0.239535	0.0716798	0.102797	0.0988286	0.288715	0.170248	0.347458	0.233676	0.0908596	0.0901643	0.111463	0.0931906	0.0936798	Inf	Inf	0	
0.353164	0.281068	0.403583	0.262203	0	0.119182	0.228259	0.269213	0.152582	0.388557	0.111463	0.0430304	0.198822	Inf	Inf	0	
0.0252536	0.110668	0.355654	0.121791	0.211698	0.449577	0.263022	0.156907	0.351268	0.116413	0.149792	0.105327	0.179324	Inf	Inf	0	
0.216231	0.200309	0.370202	0.21263	0.0569161	0.356326	0	0.374485	0.0952545	0.157762	0.0191025	0.20277	0.306094	Inf	Inf	0	
0.0851461	0.179531	0.375739	0.303088	0	0.381769	0.0597177	0.350881	0.0294662	0.12258	0.162764	0.140606	0.183103	Inf	Inf	0	
0.319598	0.149684	0.16675	0.273173	0.0587612	0.363898	0.0961556	0.2846	0.133129	0.0223141	0.269764	0.392778	0.247396	Inf	Inf	0	
0.208988	0.166374	0.104407	0.192546	0.137488	0.436048	0.168472	0.378741	0.155572	0.307167	0.347984	0.194281	0.183847	Inf	Inf	0	
0.0919669	0.170893	0.270254	0.0479162	0.082903	0.246572	0.0807048	0.3439	0.14789	0.0768615	0.168615	0.37496	0.306965	Inf	Inf	0	
0.0594217	0.105439	0.138005	0.0553353	0.136296	0.210189	0.385265	0.329942	0.0566144	0.397799	0.0525409	0.3062	0.182294	Inf	Inf	0	
0.0579547	0.257039	0.151849	0.0663883	0.00993862	0.27522	0.170019	0.464772	0.0977566	0.0944144	0.0698812	0.0983062	0.205053	Inf	Inf	0	
0.45421	0.242487	0.238633	0.3514	0.0162217	0.269551	0.0588276	0.226365	0.124023	0.00300504	0.0919695	0.00443051	0.115021	Inf	Inf	0	
0.203375	0.186912	0.129445	0.199909	0.140053	0.142711	0.217954	0.457136	0.229534	0.320086	0.0760432	0.124392	0.0696659	Inf	Inf	0	
0.465934	0.426755	0.388994	0	0.045494	0.27757	0.068146	0.428706	0.141043	0.187428	0	0.027223	0.402272	Inf	Inf	0	
0.0419251	0.18382	0.276798	0.2993	0.297537	0.45585	0.115457	0.352288	0.188802	0.351405	0.152741	0.321416	0.249359	Inf	Inf	0	
0.353164	0.281068	0.397666	0.194599	0	0.119182	0.228259	0.269213	0.155907	0.388557	0.0871896	0.149528	0.198822	Inf	Inf	0	
0.0828599	0.180182	0.121374	0.106855	0.00231142	0.452494	0.170019	0.464765	0.154235	0.128638	0.0915739	0.0983062	0.205053	Inf	Inf	0	
0.0419251	0.130681	0.229599	0.2993	0.297537	0.45585	0.110036	0.352288	0.188802	0.247627	0.221466	0.321416	0.241127	Inf	Inf	0	
0.196908	0.185519	0.213884	0.320067	0.120182	0.45585	0.0951745	0.398323	0.263356	0.309918	0.154913	0.302161	0.244809	Inf	Inf	0	
0.1646	0.188318	0.312147	0.197762	0.140273	0.398161	0.00157943	0.399991	0.0640071	0.00213439	0.0601569	0.0709908	0.320931	Inf	Inf	0	
0.196908	0.211827	0.213884	0.258587	0.137248	0.45585	0.0951745	0.358876	0.205262	0.20614	0.154913	0.321416	0.236578	Inf	Inf	0	
0.170084	0.296446	0.254864	0.247315	0.121521	0.398224	0	0.379252	0.365023	0.0949704	0.0120405	0.127117	0.179173	Inf	Inf	0	
0.260377	0.0125401	0.252022	0.417462	0.148014	0.449577	0.314758	0.359267	0.0862934	0.0440533	0.00728934	0.249001	0.319328	Inf	Inf	0	
0.189971	0.0425347	0.252022	0.167933	0.145125	0.449577	0.0754764	0.359267	0.169453	0.0557006	0.0114619	0.249001	0.419226	Inf	Inf	0	
0.341625	0.0839781	0.13122	0.280675	0.13328	0.0255023	0.250569	0.21068	0.139779	0.454267	0.113875	0.0685945	0.314661	Inf	Inf	0	
0.1646	0.214625	0.312147	0.216404	0.157339	0.357987	0.00157943	0.360544	0.0640071	0.00213439	0.0601569	0.0709908	0.321339	Inf	Inf	0	
0.149924	0.0504638	0.0337812	0.250384	0.101108	0.404748	0.11914	0.385332	0.356078	0.38319	0.0489625	0.228557	0.260263	Inf	Inf	0	
0.216231	0.200309	0.344978	0.299766	0.081155	0.356326	0	0.295455	0.0952545	0.157762	0.157433	0.20277	0.306094	Inf	Inf	0	
0.171252	0.231273	0.121609	0.0322537	0.0619546	0.300451	0.312918	0.354415	0.0967013	0.279434	0.0604782	0.32551	0.174102	Inf	Inf	0	
0.486234	0.153969	0.371459	0.181099	0.0162217	0.176749	0.0221583	0.492856	0.101092	0.00300504	0.0602735	0.101645	0.145473	Inf	Inf	0	
0.135028	0.0852983	0.246367	0.26877	0.174829	0.102058	0.112066	0.324399	0.19968	0.316045	0.01243	0.0853835	0.125628	Inf	Inf	0	
0.0419251	0.130681	0.169177	0.170845	0.41336	0.45585	0.138342	0.352288	0.188802	0.35891	0.221466	0.343935	0.214483	Inf	Inf	0	
0	0.186204	0.148742	0.275119	0.245332	0.119714	0.109722	0.336314	0.253223	0.371055	0	0.333298	0.244964	Inf	Inf	0	
0.14559	0	0.263635	0.330859	0.202003	0.449577	0.172596	0.399188	0.0610149	0.116413	0	0.105327	0.227857	Inf	Inf	0	



#Generation 52 / 100
currentGen	52
evaluateCount	5200
totalTime	66.0747
firstFrontCount	100
frontCount	1
avgEvalTime	0.00561198
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Obj3	
0.129873	0.399674	0.312147	0.197762	0.140273	0.398161	0	0.401372	0.0640071	0.00213439	0.0601569	0.0516375	0.286157	Inf	Inf	0	
0.41686	0.426755	0.388994	0	0.045494	0.366062	0.0557878	0.428706	0.408332	0.0236498	0	0.0731075	0.402272	Inf	Inf	0	
0.45421	0.153969	0.0857336	0.328978	0.0162217	0.27757	0.0678561	0.211739	0.0820489	0.0828442	0.197097	0.0426288	0.115021	Inf	Inf	0	
0.022999	0.192466	0.181827	0.274916	0.177731	0.415122	0.230624	0.378845	0.365023	0.0949704	0.0384375	0.00571914	0.179173	Inf	Inf	0	
0.23208	0.189456	0.286757	0.344036	0	0	0.0128669	0.393057	0.296278	0.160395	0.162458	0.360626	0.194941	Inf	Inf	0	
0.45421	0.153969	0.28827	0.258632	0.00731962	0.27757	0.118458	0.366992	0.119197	0.0154355	0.0602735	0.0742421	0.184514	Inf	Inf	0	
0.1646	0.195204	0.312147	0.216404	0.219543	0.357987	0.00157943	0.360544	0.110201	0.00213439	0.0601569	0.0709908	0.321339	Inf	Inf	0	
0.20695	0	0.13151	0.255572	0.245332	0.119714	0.1498	0.444245	0.315399	0.360598	0.140653	0.355817	0.240394	Inf	Inf	0	
0.134674	0.0839781	0.148451	0.171609	0.130391	0	0.0112875	0.21068	0.108874	0.454267	0.020856	0.0685945	0.36056	Inf	Inf	0	
0.14559	0	0.477115	0.330859	0.1816	0.449577	0.172596	0.399188	0	0.116413	0	0.105327	0.227857	Inf	Inf	0	
0.189971	0.0425347	0.252022	0.167933	0.165527	0.449577	0.0754764	0.359267	0.169453	0.0557006	0.0114619	0.249001	0.423239	Inf	Inf	0	
0.19388	0.164274	0.252022	0.417462	0.148014	0.449577	0.314758	0.355451	0.0862934	0.365863	0.0433763	0.249001	0.175988	Inf	Inf	0	
0.201525	0.0852983	0.246367	0.26877	0.174829	0.102058	0.112066	0.328215	0.183672	0	0.01243	0.21853	0.268968	Inf	Inf	0	
0.0311885	0.44964	0.252479	0.161125	0.0521532	0.10878	0.116429	0.417722	0.363268	0.203399	0.0247899	0.150851	0.24899	Inf	Inf	0	
0	0.149684	0.449909	0.249177	0.0832634	0.468097	0.128366	0.366962	0	0	0.129111	0.392778	0.225265	Inf	Inf	0	
0.171223	0.260579	0.146755	0.297146	0.0162217	0.279953	0.105539	0.33368	0.15275	0.0870133	0.0912225	0	0.145447	Inf	Inf	0	
0.0579547	0.257039	0.151849	0.0663883	0.00993862	0.367809	0.164054	0.464772	0.0977566	0.0944144	0.0878293	0.0983062	0.205053	Inf	Inf	0	
0	0.149684	0.362018	0.249177	0	0.468097	0.0961556	0.2846	0.133129	0.0368992	0.269764	0.341869	0.247396	Inf	Inf	0	
0.222404	0.157718	0.119368	0.213551	0.186275	0.108539	0.0970824	0.345744	0.098103	0.0777339	0.111463	0.0757869	0.449342	Inf	Inf	0	
0.291845	0.249464	0.217822	0.260643	0.0161377	0.26624	0.158836	0.351769	0.0950533	0.304347	0.0455616	0.397551	0.272873	Inf	Inf	0	
0.095466	0.205872	0	0.195792	0.0837577	0.309888	0.0120557	0.439682	0.230238	0.311087	0.153471	0.176401	0.273475	Inf	Inf	0	
0.208988	0.00487953	0.104407	0.179167	0.137488	0.436048	0.187856	0.378741	0.155572	0.307167	0.331767	0.194281	0.0910832	Inf	Inf	0	
0.344811	0.186204	0.148742	0.146463	0.389114	0.119714	0.138028	0.357926	0.253223	0.378561	0.151193	0.354079	0.172312	Inf	Inf	0	
0.169314	0.193119	0.371607	0.16569	0.0162217	0.237412	0.0995743	0.242398	0.0373138	0.173464	0.0502758	0.000201851	0.32996	Inf	Inf	0	
0.0851461	0.179531	0.365918	0.303088	0	0.375977	0.0597177	0.350881	0.0502459	0.12258	0.184475	0.140404	0.183103	Inf	Inf	0	
0.0140678	0.149684	0.422116	0.249177	0.0419601	0.468097	0.0983933	0.418671	0.133129	0.0368992	0.269764	0.392778	0.247396	Inf	Inf	0	
0.207979	0.191869	0.120374	0.154489	0	0.27757	0.0597177	0.469369	0.0945797	0.00300504	0.162764	0	0.142749	Inf	Inf	0	
0.268227	0.260579	0.146755	0.297146	0.0162217	0.372543	0.0995743	0.33368	0.15275	0.0870133	0.109171	0	0.243642	Inf	Inf	0	
0.45421	0.153969	0.195665	0.331909	0.0162217	0.27757	0.055498	0.347837	0.0820489	0	0.152122	0.0118506	0.207797	Inf	Inf	0	
0.00366492	0.186204	0.339198	0.0850586	0.103514	0.119714	0.138028	0.452826	0.315399	0.188109	0	0.363784	0.0885819	Inf	Inf	0	
0.216231	0.24387	0.345843	0.299766	0.081155	0.356326	0	0.353891	0.0952545	0.0806473	0.157433	0.20277	0.306094	Inf	Inf	0	
0.404209	0.200309	0.396947	0.21263	0.0569161	0.356326	0	0.374485	0.0952545	0.157762	0.0191025	0.20277	0.306094	Inf	Inf	0	
0	0.185519	0.0744182	0.190679	0.138738	0.45585	0.073084	0.367392	0.185443	0.0993767	0.240424	0.18081	0.118422	Inf	Inf	0	
0.171223	0.187613	0.123646	0.225033	0.0162217	0.279145	0.150478	0.230713	0.158021	0.233164	0.150639	0.040418	0.145447	Inf	Inf	0	
0	0.161605	0.141424	0.0479162	0.0862255	0.246572	0.185502	0.465649	0.237894	0.167371	0.0572467	0.231977	0.306965	Inf	Inf	0	
0.135028	0.0852983	0.246367	0.228106	0.174829	0.102058	0.112066	0.324399	0.19968	0.316045	0	0.0853835	0.125628	Inf	Inf	0	
0.309248	0.106621	0.331687	0.156993	0.299175	0.0313482	0.0128669	0.293662	0.108874	0.0844129	0.020856	0.274586	0.291643	Inf	Inf	0	
0.0688643	0.436848	0.289654	0.191237	0.157745	0.222278	0.103443	0.436893	0.236791	0.419304	0.0865387	0.176003	0.119586	Inf	Inf	0	
0.196908	0.211827	0.213884	0.258587	0.137248	0.45585	0.0951745	0.429864	0.205262	0.20614	0.154913	0.321416	0.236578	Inf	Inf	0	
0.1646	0.214625	0.312147	0.216404	0.157339	0.357987	0.00157943	0.360544	0.0640071	0.00213439	0.0415916	0.0709908	0.321339	Inf	Inf	0	
0.0419251	0.130681	0.169177	0.170845	0.41336	0.45585	0.138342	0.352288	0.0267709	0.35891	0.221466	0.28762	0.214483	Inf	Inf	0	
0.171223	0.217126	0.144797	0.260277	0.0702865	0.304583	0.143583	0.174907	0.179018	0.127136	0.242744	0.179014	0.176593	Inf	Inf	0	
0.148831	0.0839781	0.13122	0.280675	0.13328	0.163661	0.250569	0.259168	0.1732	0.3114	0.113875	0.0685945	0.314661	Inf	Inf	0	
0.192794	0.262833	0.0293923	0.389534	0.212064	0.356326	0.208526	0.284713	0.138874	0.34067	0.066995	0.3699	0.257888	Inf	Inf	0	
0.273973	0.197294	0.284901	0.16569	0.0162217	0.237412	0.0995743	0.361513	0.15466	0.173464	0.110072	0	0.368289	Inf	Inf	0	
0.122123	0.170893	0.342331	0.0479162	0.082903	0.246572	0.0807048	0.224785	0.0513239	0.0768615	0.0799053	0.37496	0.306965	Inf	Inf	0	
0.149924	0.0504638	0.0337812	0.250384	0.114107	0.404748	0.11914	0.385332	0.356078	0.38319	0	0.228557	0.260263	Inf	Inf	0	
0	0.346869	0.360086	0.191237	0.174829	0.226328	0.112066	0.412176	0.31176	0.398851	0.01243	0.133529	0.14709	Inf	Inf	0	
0.113776	0.327577	0.0408226	0.216841	0.0621439	0.373766	0.0729646	0.422812	0.247938	0.38319	0.109587	0.190056	0.260263	Inf	Inf	0	
0.222404	0.157718	0.119368	0.213551	0.186275	0.132739	0.169556	0.364898	0.116208	0.0901643	0.256525	0.0639363	0.449342	Inf	Inf	0	
0.239535	0.0716798	0.102797	0.0988286	0.288715	0.139589	0.347458	0.17823	0.0908596	0.0901643	0.111463	0.0931906	0.0936798	Inf	Inf	0	
0.486234	0.153969	0.371459	0.181099	0.0162217	0.176749	0.0221583	0.492856	0.211994	0.00300504	0.0602735	0.143493	0.145473	Inf	Inf	0	
0.00366492	0.186204	0.299713	0.0850586	0.172089	0.119714	0.138028	0.452826	0.315399	0.187134	0	0.333371	0.0885819	Inf	Inf	0	
0.0254452	0.161605	0.135136	0.108291	0.082903	0.267498	0.185502	0.170733	0	0.167371	0.0572467	0.215988	0.306965	Inf	Inf	0	
0.204494	0.279464	0.135733	0.263205	0.153699	0.170751	0.156938	0.457136	0.229534	0.320086	0.0760432	0.345118	0.0696659	Inf	Inf	0	
0.0579547	0.207034	0.317093	0.0663883	0.00993862	0.240254	0.170019	0.464772	0.0977566	0.0944144	0.059573	0.0983062	0.205053	Inf	Inf	0	
0.0741906	0.26463	0.146904	0.285741	0.157339	0.433952	0	0.360544	0	0.00213439	0.0704651	0.0709908	0.321339	Inf	Inf	0	
0.158745	0.214625	0.312147	0.151879	0.141594	0.357987	0.00157943	0.360199	0.0640071	0.00213439	0.0622368	0.0709908	0.321339	Inf	Inf	0	
0.0983331	0.200309	0.344978	0.189004	0.0726615	0.359748	0	0.355158	0.0952545	0.129244	0.0993275	0	0.306094	Inf	Inf	0	
0	0.148618	0.0744182	0.0105635	0.138738	0.45585	0.0170574	0.367392	0.190714	0.0840869	0.0304386	0.0646565	0.118422	Inf	Inf	0	
0.45421	0.190871	0.371514	0.258632	0.0162217	0.27757	0.103895	0.366992	0.119197	0.0295699	0.0298349	0	0	Inf	Inf	0	
0.222404	0.157718	0.119368	0.213551	0.166856	0.132739	0.172763	0.364898	0.116208	0.0901643	0.15764	0.0639363	0.449342	Inf	Inf	0	
0.169651	0.286866	0.0574525	0.210765	0.0157342	0.269166	0.200413	0.360772	0.168634	0.234865	0.153471	0.349998	0.273475	Inf	Inf	0	
0.23208	0.169539	0.286757	0.333407	0	0.115588	0.0810613	0.43661	0.296278	0.00922971	0.162458	0.364995	0.200116	Inf	Inf	0	
0	0.169602	0.293915	0.249177	0.153047	0.352509	0.0601713	0.366962	0.0260614	0.151165	0.129111	0.388408	0.22009	Inf	Inf	0	
0.171223	0.187613	0.123646	0.232356	0	0.116814	0.150478	0.242458	0.15275	0.233164	0.109248	0.040418	0.145447	Inf	Inf	0	
0.355271	0.193091	0.335197	0.25488	0	0.281514	0.228259	0.269213	0.233161	0.128168	0.111463	0.149528	0.238052	Inf	Inf	0	
0.0288477	0.262833	0.0293923	0.389534	0.272201	0.356326	0.208526	0.333201	0.124675	0.44132	0.066995	0.296914	0.257888	Inf	Inf	0	
0.0400166	0.425952	0.380067	0.115439	0.157745	0.222278	0.103443	0.404663	0.236791	0.175787	0.0865387	0.176003	0.119586	Inf	Inf	0	
0.170084	0.296446	0.254864	0.247315	0.121521	0.398224	0	0.379252	0.334876	0.0949704	0.100165	0.168517	0.179173	Inf	Inf	0	
0.00366492	0.186204	0.339198	0.0850586	0.172089	0.119714	0.138028	0.452826	0.315506	0.188109	0	0.355817	0.0885819	Inf	Inf	0	
0.319598	0.149684	0.16675	0.273173	0.0587612	0.363898	0.0961556	0.2846	0.197722	0.0223141	0.269764	0.392778	0.247396	Inf	Inf	0	
0.303587	0.262833	0.0293923	0.321298	0.212064	0.235994	0.288246	0.354813	0.110958	0.223513	0.066995	0.349998	0.257888	Inf	Inf	0	
0	0.149684	0.422116	0.208379	0	0.256017	0	0.2846	0.0505063	0.0368992	0.0635762	0.392778	0.22657	Inf	Inf	0	
0.0594217	0.105439	0.138005	0.131186	0.136296	0.434334	0.385265	0.329942	0.0566144	0.416052	0.265083	0.3062	0.20312	Inf	Inf	0	
